expt_no_true,expt_no,sit_probability,bend_probability,stand_probability,tampered_probability,inaction_probability,w_bl,w_br,w_b_sum,w_b_change,w_fl,w_fr,w_f_sum,w_f_change,v_bidet,v_tissue,label,sit_total,bend_total,stand_total,tampered_total,inaction_total,predicted_label
0,0,1,5.95E-08,1.98E-10,1.70E-10,2.06E-09,849.16,913.24,1762.4,0.43,0.23,0.4,0.63,-0.04,0,0,0,1,4.05E-08,1.35E-10,1.16E-10,1.40E-09,0
0,0,0.999999881,1.23E-07,2.73E-10,6.62E-10,2.06E-09,849.88,913.57,1763.45,1.05,0.26,0.36,0.62,-0.01,0,1,0,0.999999919,8.36E-08,1.86E-10,4.50E-10,1.40E-09,0
0,0,0.999999881,6.87E-08,2.38E-10,3.20E-10,2.06E-09,849.96,913.74,1763.7,0.25,0.5,0.85,1.35,0.73,0,1,0,0.999999919,4.67E-08,1.62E-10,2.18E-10,1.40E-09,0
0,0,1,2.80E-08,1.78E-10,1.24E-10,2.06E-09,850.1,913.96,1764.06,0.36,0.48,0.81,1.29,-0.06,0,1,0,1,1.90E-08,1.21E-10,8.43E-11,1.40E-09,0
0,0,1,2.92E-08,1.69E-10,1.23E-10,2.06E-09,849.96,914.08,1764.04,-0.02,0.45,0.77,1.22,-0.07,0,2,0,1,1.99E-08,1.15E-10,8.36E-11,1.40E-09,0
0,0,1,2.12E-08,1.47E-10,9.74E-11,2.06E-09,849.9,914.2,1764.1,0.06,0.43,0.73,1.16,-0.06,0,2,0,1,1.44E-08,1.00E-10,6.62E-11,1.40E-09,0
0,0,0.999999881,9.75E-08,2.70E-10,7.28E-10,2.06E-09,850.02,914.24,1764.26,0.16,0.41,0.7,1.11,-0.05,0,2,0,0.999999919,6.63E-08,1.84E-10,4.95E-10,1.40E-09,0
0,0,0.999999642,3.55E-07,3.93E-10,2.16E-09,2.06E-09,850.08,914.34,1764.42,0.16,0.4,0.76,1.16,0.05,0,2,0,0.999999757,2.41E-07,2.67E-10,1.47E-09,1.40E-09,0
0,0,0.999999881,1.52E-07,2.99E-10,1.09E-09,2.06E-09,850.08,914.34,1764.42,0,0.4,0.76,1.16,0,0,2,0,0.999999919,1.03E-07,2.03E-10,7.41E-10,1.40E-09,0
0,0,0.999999404,6.15E-07,4.59E-10,3.54E-09,2.06E-09,849.97,914.27,1764.24,-0.18,0.38,1.1,1.48,0.32,0,2,0,0.999999595,4.18E-07,3.12E-10,2.41E-09,1.40E-09,0
0,0,0.999999642,3.82E-07,4.66E-10,2.42E-09,2.06E-09,850.07,914.43,1764.5,0.26,0.35,1.01,1.36,-0.12,0,3,0,0.999999757,2.60E-07,3.17E-10,1.65E-09,1.40E-09,0
0,0,0.999999762,2.31E-07,3.80E-10,1.23E-09,2.06E-09,850.11,914.46,1764.57,0.07,0.34,0.97,1.31,-0.05,0,3,0,0.999999838,1.57E-07,2.58E-10,8.36E-10,1.40E-09,0
0,0,0.999999642,3.10E-07,3.96E-10,1.49E-09,2.06E-09,850.11,914.48,1764.59,0.02,0.33,0.94,1.27,-0.04,0,3,0,0.999999757,2.11E-07,2.69E-10,1.01E-09,1.40E-09,0
0,0,0.999999881,7.68E-08,3.03E-10,2.81E-10,2.06E-09,850.14,914.54,1764.68,0.09,0.32,0.9,1.22,-0.05,0,3,0,0.999999919,5.22E-08,2.06E-10,1.91E-10,1.40E-09,0
0,0,1,4.81E-08,2.53E-10,1.40E-10,2.06E-09,850.18,914.6,1764.78,0.1,0.31,0.87,1.18,-0.04,0,3,0,1,3.27E-08,1.72E-10,9.52E-11,1.40E-09,0
0,0,1,3.78E-08,2.21E-10,1.16E-10,2.06E-09,849.86,914.75,1764.61,-0.17,0.29,0.81,1.1,-0.08,0,3,0,1,2.57E-08,1.50E-10,7.89E-11,1.40E-09,0
0,0,0.999999881,6.39E-08,2.83E-10,1.73E-10,2.06E-09,849.87,914.79,1764.66,0.05,0.28,0.79,1.07,-0.03,0,3,0,0.999999919,4.35E-08,1.92E-10,1.18E-10,1.40E-09,0
0,0,1,2.80E-08,2.70E-10,5.71E-11,2.06E-09,849.8,914.84,1764.64,-0.02,0.27,0.95,1.22,0.15,0,3,0,1,1.90E-08,1.84E-10,3.88E-11,1.40E-09,0
7,1,1,2.87E-09,2.55E-10,3.28E-12,2.06E-09,875.09,340.81,1215.9,0,NA,NA,NA,0,0,0,0,1,1.95E-09,1.73E-10,2.23E-12,1.40E-09,0
7,1,1,3.19E-09,3.16E-10,3.53E-12,2.06E-09,756.87,287.9,1044.77,0,NA,NA,NA,0,0,0,0,1,2.17E-09,2.15E-10,2.40E-12,1.40E-09,0
7,1,1,3.02E-09,3.37E-10,3.41E-12,2.06E-09,840.2,328.01,1168.21,123.44,0,1.25,1.25,1.25,0,0,0,1,2.05E-09,2.29E-10,2.32E-12,1.40E-09,0
7,1,1,2.67E-09,3.10E-10,3.19E-12,2.06E-09,859.61,343.59,1203.2,34.99,0,1,1,-0.25,0,0,0,1,1.82E-09,2.11E-10,2.17E-12,1.40E-09,0
7,1,1,2.67E-09,3.02E-10,3.24E-12,2.06E-09,866.3,351.05,1217.35,14.15,0,0.83,0.83,-0.17,0,0,0,1,1.82E-09,2.05E-10,2.20E-12,1.40E-09,0
7,1,1,2.25E-09,3.07E-10,3.15E-12,2.06E-09,871.24,357.99,1229.23,11.88,0,0.61,0.61,-0.22,0,0,0,1,1.53E-09,2.09E-10,2.14E-12,1.40E-09,0
7,1,1,3.50E-09,3.76E-10,3.69E-12,2.06E-09,872.38,359.74,1232.12,2.89,0,0.54,0.54,-0.07,0,0,0,1,2.38E-09,2.56E-10,2.51E-12,1.40E-09,0
7,1,1,2.50E-09,2.70E-10,3.12E-12,2.06E-09,873.33,361.12,1234.45,2.33,0,0.49,0.49,-0.05,0,0,0,1,1.70E-09,1.84E-10,2.12E-12,1.40E-09,0
7,1,1,2.44E-09,2.98E-10,3.44E-12,2.06E-09,874.02,364.83,1238.85,4.4,0.09,0.54,0.63,0.14,0,0,0,1,1.66E-09,2.03E-10,2.34E-12,1.40E-09,0
7,1,1,2.69E-09,3.13E-10,3.72E-12,2.06E-09,874.6,364.74,1239.34,0.49,1.55,0.45,2,1.37,0,0,0,1,1.83E-09,2.13E-10,2.53E-12,1.40E-09,0
7,1,1,7.62E-09,3.55E-10,7.08E-12,2.06E-09,875.06,364.77,1239.83,0.49,1.5,0.42,1.92,-0.08,0,0,0,1,5.18E-09,2.41E-10,4.81E-12,1.40E-09,0
7,1,1,1.14E-08,3.67E-10,1.09E-11,2.06E-09,875.35,365.41,1240.76,0.93,1.39,0.66,2.05,0.13,0,0,0,1,7.75E-09,2.50E-10,7.41E-12,1.40E-09,0
7,1,1,1.25E-08,2.82E-10,9.80E-12,2.06E-09,875.77,366.33,1242.1,1.34,1.3,2.05,3.35,1.3,0,0,0,1,8.50E-09,1.92E-10,6.66E-12,1.40E-09,0
7,1,1,9.36E-09,2.02E-10,7.94E-12,2.06E-09,876.21,367.04,1243.25,1.15,1.22,1.92,3.14,-0.21,0,1,0,1,6.36E-09,1.37E-10,5.40E-12,1.40E-09,0
7,1,1,1.23E-08,1.67E-10,8.87E-12,2.06E-09,876.92,367.12,1244.04,0.79,1.14,1.79,2.93,-0.21,0,1,0,1,8.36E-09,1.14E-10,6.03E-12,1.40E-09,0
7,1,1,1.84E-08,1.47E-10,1.32E-11,2.06E-09,877.31,368.07,1245.38,1.34,1.08,1.69,2.77,-0.16,0,2,0,1,1.25E-08,1.00E-10,8.98E-12,1.40E-09,0
7,1,1,1.87E-08,1.69E-10,1.53E-11,2.06E-09,877.72,368.69,1246.41,1.03,1.02,1.59,2.61,-0.16,0,2,0,1,1.27E-08,1.15E-10,1.04E-11,1.40E-09,0
7,1,1,9.13E-09,1.45E-10,9.39E-12,2.06E-09,878.02,369.7,1247.72,1.31,0.96,2.6,3.56,0.95,0,3,0,1,6.21E-09,9.86E-11,6.39E-12,1.40E-09,0
7,1,1,4.80E-09,1.63E-10,4.75E-12,2.06E-09,878.49,370.39,1248.88,1.16,1.91,2.45,4.36,0.8,0,3,0,1,3.26E-09,1.11E-10,3.23E-12,1.40E-09,0
7,1,1,7.98E-09,1.71E-10,6.67E-12,2.06E-09,878.91,369.93,1248.84,-0.04,2.07,2.32,4.39,0.03,0,3,0,1,5.43E-09,1.16E-10,4.54E-12,1.40E-09,0
7,1,1,1.33E-08,1.76E-10,1.10E-11,2.06E-09,879.35,371.18,1250.53,1.69,1.97,2.2,4.17,-0.22,0,3,0,1,9.04E-09,1.20E-10,7.48E-12,1.40E-09,0
7,1,1,1.38E-08,1.54E-10,1.10E-11,2.06E-09,879.45,371.94,1251.39,0.86,1.92,2.09,4.01,-0.16,0,3,0,1,9.38E-09,1.05E-10,7.48E-12,1.40E-09,0
7,1,1,1.38E-08,1.58E-10,1.11E-11,2.06E-09,879.95,373.05,1253,1.61,1.83,1.99,3.82,-0.19,0,3,0,1,9.38E-09,1.07E-10,7.55E-12,1.40E-09,0
7,1,1,9.06E-09,1.72E-10,7.62E-12,2.06E-09,880.12,373.46,1253.58,0.58,2.2,1.9,4.1,0.28,0,3,0,1,6.16E-09,1.17E-10,5.18E-12,1.40E-09,0
7,1,1,5.57E-09,1.90E-10,4.94E-12,2.06E-09,880.28,367.23,1247.51,-6.07,2.1,1.81,3.91,-0.19,0,3,0,1,3.79E-09,1.29E-10,3.36E-12,1.40E-09,0
7,1,1,3.25E-09,3.13E-10,4.46E-12,2.06E-09,879.48,363.47,1242.95,-4.56,2.01,2.16,4.17,0.26,0,3,1,1,2.21E-09,2.13E-10,3.03E-12,1.40E-09,0
7,1,1,1.86E-08,6.40E-10,3.64E-11,2.06E-09,871.23,353.2,1224.43,-18.52,2.71,2.07,4.78,0.61,0,3,1,1,1.26E-08,4.35E-10,2.48E-11,1.40E-09,0
7,1,0.999990225,9.39E-06,4.37E-09,3.70E-07,2.06E-09,834.23,299.88,1134.11,-90.32,4.05,111.27,115.32,110.54,0,3,1,0.679993353,0.320006385,0.320000003,0.320000252,1.40E-09,0
7,1,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,834.23,299.88,1134.11,0,4.05,111.27,115.32,0,0,3,1,0,0,0,0,0,3
7,1,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,756.41,281.45,1037.86,-96.25,26.73,337.59,364.32,249,0,3,1,0,0,0,0,0,3
7,1,3.05E-06,1.64E-05,1.86E-07,0.999980331,2.06E-09,664.28,268.05,932.33,-105.53,95.13,614.54,709.67,345.35,0,3,1,0,0,0,0,0,1
7,1,0.003353163,0.985337182,1.48E-05,0.011294844,2.06E-09,624.62,253.24,877.86,-54.47,270.3,761.11,1031.41,321.74,0,3,1,0.002280151,0.670029284,1.01E-05,0.007680494,1.40E-09,1
7,1,1.18E-05,0.999979258,8.83E-06,8.08E-08,2.06E-09,634.64,239.58,874.22,-3.64,484.48,782.61,1267.09,235.68,0,3,1,8.02E-06,0.679985895,6.00E-06,5.49E-08,1.40E-09,1
7,1,1.11E-05,0.981992145,0.01799606,6.66E-07,2.06E-09,622.12,234.46,856.58,-17.64,550.28,806.46,1356.74,89.65,0,3,1,7.55E-06,0.667754659,0.012237321,4.53E-07,1.40E-09,1
7,1,6.53E-05,0.82511472,0.174815061,4.91E-06,2.06E-09,619.1,229.9,849,-7.58,587.41,824.33,1411.74,55,0,3,1,4.44E-05,0.56107801,0.118874241,3.34E-06,1.40E-09,1
7,1,3.05E-05,0.971166279,0.02880144,1.72E-06,2.06E-09,620,228.79,848.79,-0.21,598.55,825.7,1424.25,12.51,0,3,1,2.07E-05,0.66039307,0.019584979,1.17E-06,1.40E-09,1
7,1,4.30E-05,0.944041249,0.055912442,3.28E-06,2.06E-09,621.11,229.11,850.22,1.43,604.33,827.95,1432.28,8.03,0,3,1,2.92E-05,0.641948049,0.038020461,2.23E-06,1.40E-09,1
7,1,5.40E-05,0.937273588,0.062667728,4.68E-06,2.06E-09,622.92,228.97,851.89,1.67,609.31,829,1438.31,6.03,0,3,1,3.67E-05,0.63734604,0.042614055,3.18E-06,1.40E-09,1
7,1,6.54E-05,0.938839928,0.06108875,5.98E-06,2.06E-09,623.45,228.63,852.08,0.19,621.83,826.42,1448.25,9.94,0,3,1,4.45E-05,0.638411151,0.04154035,4.07E-06,1.40E-09,1
7,1,3.57E-05,0.98098411,0.018975913,4.33E-06,2.06E-09,617.65,227.14,844.79,-7.29,494.06,838.23,1332.29,-115.96,0,3,1,2.43E-05,0.667069195,0.012903621,2.94E-06,1.40E-09,1
12,2,1,3.19E-09,2.08E-10,3.60E-12,2.06E-09,852.73,765.06,1617.79,0,NA,NA,NA,0,0,0,0,1,2.17E-09,1.41E-10,2.45E-12,1.40E-09,0
12,2,1,7.00E-09,2.63E-10,5.50E-12,2.06E-09,871.34,782.09,1653.43,35.64,1.8,0.8,2.6,2.6,0,0,0,1,4.76E-09,1.79E-10,3.74E-12,1.40E-09,0
12,2,1,5.58E-09,2.62E-10,5.59E-12,2.06E-09,877.72,790.32,1668.04,14.61,4.74,0.66,5.4,2.8,0,0,0,1,3.79E-09,1.78E-10,3.80E-12,1.40E-09,0
12,2,1,3.29E-09,2.36E-10,4.21E-12,2.06E-09,882.45,794.55,1677,8.96,3.44,0.5,3.94,-1.46,0,0,0,1,2.24E-09,1.60E-10,2.86E-12,1.40E-09,0
12,2,1,3.59E-09,2.34E-10,3.48E-12,2.06E-09,883.54,795.62,1679.16,2.16,3.14,0.44,3.58,-0.36,0,0,0,1,2.44E-09,1.59E-10,2.37E-12,1.40E-09,0
12,2,1,4.12E-09,2.11E-10,4.14E-12,2.06E-09,884.29,796.52,1680.81,1.65,2.9,0.39,3.29,-0.29,0,0,0,1,2.80E-09,1.43E-10,2.82E-12,1.40E-09,0
12,2,1,4.69E-09,2.25E-10,4.88E-12,2.06E-09,884.83,797.03,1681.86,1.05,2.61,0.82,3.43,0.14,0,0,0,1,3.19E-09,1.53E-10,3.32E-12,1.40E-09,0
12,2,1,6.35E-09,2.46E-10,5.23E-12,2.06E-09,885.11,797.54,1682.65,0.79,2.37,0.84,3.21,-0.22,0,0,0,1,4.32E-09,1.67E-10,3.56E-12,1.40E-09,0
12,2,1,5.21E-09,2.69E-10,4.93E-12,2.06E-09,885.22,798.53,1683.75,1.1,2.42,0.77,3.19,-0.02,0,0,0,1,3.54E-09,1.83E-10,3.35E-12,1.40E-09,0
12,2,1,6.52E-09,2.93E-10,5.41E-12,2.06E-09,885.61,799.56,1685.17,1.42,2.23,0.71,2.94,-0.25,0,0,0,1,4.43E-09,1.99E-10,3.68E-12,1.40E-09,0
12,2,1,7.99E-09,4.34E-10,6.62E-12,2.06E-09,885.74,800.63,1686.37,1.2,2.06,0.66,2.72,-0.22,0,0,0,1,5.43E-09,2.95E-10,4.50E-12,1.40E-09,0
12,2,1,8.70E-09,4.74E-10,7.06E-12,2.06E-09,885.86,801.63,1687.49,1.12,1.92,0.62,2.54,-0.18,0,0,0,1,5.92E-09,3.22E-10,4.80E-12,1.40E-09,0
12,2,1,1.10E-08,5.01E-10,8.32E-12,2.06E-09,885.86,801.63,1687.49,0,1.92,0.62,2.54,0,0,0,0,1,7.48E-09,3.41E-10,5.66E-12,1.40E-09,0
12,2,1,9.04E-09,4.62E-10,7.22E-12,2.06E-09,886.26,803.34,1689.6,2.11,1.68,0.55,2.23,-0.31,0,0,0,1,6.15E-09,3.14E-10,4.91E-12,1.40E-09,0
12,2,1,8.84E-09,3.40E-10,6.64E-12,2.06E-09,886.45,804.08,1690.53,0.93,1.7,0.52,2.22,-0.01,0,0,0,1,6.01E-09,2.31E-10,4.52E-12,1.40E-09,0
12,2,1,5.26E-09,2.46E-10,4.96E-12,2.06E-09,886.69,804.8,1691.49,0.96,1.6,1.07,2.67,0.45,0,0,0,1,3.58E-09,1.67E-10,3.37E-12,1.40E-09,0
12,2,1,4.08E-09,2.21E-10,3.81E-12,2.06E-09,887.16,805.78,1692.94,1.45,1.54,0.96,2.5,-0.17,0,0,0,1,2.77E-09,1.50E-10,2.59E-12,1.40E-09,0
12,2,1,3.35E-09,2.76E-10,4.15E-12,2.06E-09,887.09,806.51,1693.6,0.66,1.52,0.91,2.43,-0.07,0,0,0,1,2.28E-09,1.88E-10,2.82E-12,1.40E-09,0
12,2,1,3.68E-09,2.80E-10,4.56E-12,2.06E-09,887.2,806.62,1693.82,0.22,1.45,0.87,2.32,-0.11,0,0,0,1,2.50E-09,1.90E-10,3.10E-12,1.40E-09,0
12,2,1,5.13E-09,2.92E-10,4.32E-12,2.06E-09,887.29,806.97,1694.26,0.44,1.74,0.83,2.57,0.25,0,0,0,1,3.49E-09,1.99E-10,2.94E-12,1.40E-09,0
12,2,1,3.84E-09,3.23E-10,4.40E-12,2.06E-09,887.33,807.16,1694.49,0.23,1.71,0.8,2.51,-0.06,0,0,0,1,2.61E-09,2.20E-10,2.99E-12,1.40E-09,0
12,2,1,2.97E-09,2.61E-10,3.78E-12,2.06E-09,883.5,803.97,1687.47,-7.02,4.74,0.74,5.48,2.97,0,0,0,1,2.02E-09,1.77E-10,2.57E-12,1.40E-09,0
12,2,1,1.99E-08,1.03E-09,1.12E-11,2.06E-09,879.48,799.67,1679.15,-8.32,36.42,1.2,37.62,32.14,0,0,1,1,1.35E-08,7.00E-10,7.62E-12,1.40E-09,0
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,879.48,799.67,1679.15,0,36.42,1.2,37.62,0,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,872.67,786.47,1659.14,-20.01,152.51,23.04,175.55,137.93,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,872.67,786.47,1659.14,0,152.51,23.04,175.55,0,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,865.72,769.78,1635.5,-23.64,389.41,107.91,497.32,321.77,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,846.52,745.73,1592.25,-43.25,549.72,334.09,883.81,386.49,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,846.52,745.73,1592.25,0,549.72,334.09,883.81,0,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,823.28,720.44,1543.72,-48.53,627.91,631.79,1259.7,375.89,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,802.82,698.58,1501.4,-42.32,594.83,769.84,1364.67,104.97,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,802.82,698.58,1501.4,0,594.83,769.84,1364.67,0,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,768.97,680.56,1449.53,-51.87,358.4,327.65,686.05,-678.62,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,768.97,680.56,1449.53,0,358.4,327.65,686.05,0,0,0,1,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,743.09,667.42,1410.51,-39.02,138.93,86.49,225.42,-460.63,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,726.1,657.62,1383.72,-26.79,51.27,29.4,80.67,-144.75,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,726.1,657.62,1383.72,0,51.27,29.4,80.67,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,716.39,651.51,1367.9,-15.82,24.78,15.11,39.89,-40.78,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,716.39,651.51,1367.9,0,24.78,15.11,39.89,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,710.9,647.08,1357.98,-9.92,15.02,9.7,24.72,-15.17,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,707.49,643.9,1351.39,-6.59,10.42,7.01,17.43,-7.29,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,707.49,643.9,1351.39,0,10.42,7.01,17.43,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,705.33,641.73,1347.06,-4.33,7.83,5.42,13.25,-4.18,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,705.33,641.73,1347.06,0,7.83,5.42,13.25,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,704.11,640.11,1344.22,-2.84,6.21,4.4,10.61,-2.64,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.36,638.85,1342.21,-2.01,5.29,3.68,8.97,-1.64,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.36,638.85,1342.21,0,5.29,3.68,8.97,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.06,637.99,1341.05,-1.16,4.48,3.16,7.64,-1.33,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.06,637.99,1341.05,0,4.48,3.16,7.64,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.28,636.61,1339.89,-1.16,3.87,2.76,6.63,-1.01,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.25,636.98,1340.23,0.34,3.52,2.44,5.96,-0.67,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.25,636.98,1340.23,0,3.52,2.44,5.96,0,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.32,636.58,1339.9,-0.33,3.13,2.19,5.32,-0.64,0,0,3,0,0,0,0,0,3
12,2,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,703.32,636.58,1339.9,0,3.13,2.19,5.32,0,0,0,3,0,0,0,0,0,3
17,3,1,1.14E-08,5.91E-10,1.03E-11,2.06E-09,873.21,591.88,1465.09,0,NA,NA,NA,0,0,0,0,1,7.75E-09,4.02E-10,7.00E-12,1.40E-09,0
17,3,1,1.59E-08,2.80E-10,1.58E-11,2.06E-09,894.28,633.5,1527.78,62.69,4.22,1.39,5.61,5.61,0,0,0,1,1.08E-08,1.90E-10,1.07E-11,1.40E-09,0
17,3,0.999998569,1.39E-06,4.77E-10,3.24E-10,2.06E-09,901.16,666.5,1567.66,39.88,4.52,1.15,5.67,0.06,0,0,0,0.999999027,9.45E-07,3.24E-10,2.20E-10,1.40E-09,0
17,3,0.999982477,1.75E-05,1.02E-09,1.10E-09,2.06E-09,904.08,680.11,1584.19,16.53,4.59,0.98,5.57,-0.1,0,0,0,0.999988084,1.19E-05,6.94E-10,7.48E-10,1.40E-09,0
17,3,0.999992609,7.36E-06,8.88E-10,1.10E-09,2.06E-09,905.97,691.23,1597.2,13.01,4.65,0.85,5.5,-0.07,0,0,0,0.999994974,5.00E-06,6.04E-10,7.48E-10,1.40E-09,0
17,3,0.99999845,1.53E-06,6.47E-10,6.27E-10,2.06E-09,907.31,664.71,1572.02,-25.18,4.21,0.68,4.89,-0.61,0,0,0,0.999998946,1.04E-06,4.40E-10,4.26E-10,1.40E-09,0
17,3,0.999995947,4.01E-06,5.62E-10,2.10E-09,2.06E-09,908.28,664.05,1572.33,0.31,4.76,0.61,5.37,0.48,0,0,0,0.999997244,2.73E-06,3.82E-10,1.43E-09,1.40E-09,0
17,3,0.999996543,3.41E-06,5.99E-10,1.52E-09,2.06E-09,908.64,660.65,1569.29,-3.04,5.13,0.56,5.69,0.32,0,0,0,0.999997649,2.32E-06,4.07E-10,1.03E-09,1.40E-09,0
17,3,0.999997377,2.63E-06,7.85E-10,8.54E-10,2.06E-09,908.8,655.91,1564.71,-4.58,4.71,0.52,5.23,-0.46,0,0,0,0.999998216,1.79E-06,5.34E-10,5.81E-10,1.40E-09,0
17,3,0.999999285,6.98E-07,8.15E-10,2.59E-10,2.06E-09,908.84,648.83,1557.67,-7.04,4.38,0.45,4.83,-0.4,0,0,0,0.999999514,4.75E-07,5.54E-10,1.76E-10,1.40E-09,0
17,3,0.999999762,1.98E-07,7.54E-10,1.44E-10,2.06E-09,908.84,648.83,1557.67,0,4.38,0.45,4.83,0,0,0,0,0.999999838,1.35E-07,5.13E-10,9.79E-11,1.40E-09,0
17,3,0.999999881,1.77E-07,6.10E-10,2.14E-10,2.06E-09,909.69,659.5,1569.19,11.52,4.4,0.39,4.79,-0.04,0,0,0,0.999999919,1.20E-07,4.15E-10,1.46E-10,1.40E-09,0
17,3,0.999999762,2.63E-07,5.45E-10,3.39E-10,2.06E-09,909.95,662.66,1572.61,3.42,4.5,0.37,4.87,0.08,0,1,0,0.999999838,1.79E-07,3.71E-10,2.31E-10,1.40E-09,0
17,3,0.999999642,3.38E-07,5.57E-10,5.41E-10,2.06E-09,910.25,666.21,1576.46,3.85,4.58,0.35,4.93,0.06,0,1,0,0.999999757,2.30E-07,3.79E-10,3.68E-10,1.40E-09,0
17,3,0.999998927,1.07E-06,5.91E-10,2.23E-09,2.06E-09,910.51,664,1574.51,-1.95,4.61,0.33,4.94,0.01,0,1,0,0.99999927,7.28E-07,4.02E-10,1.52E-09,1.40E-09,0
17,3,0.99999845,1.59E-06,6.96E-10,4.93E-09,2.06E-09,910.95,670.09,1581.04,6.53,4.7,0.3,5,0.06,0,1,0,0.999998946,1.08E-06,4.73E-10,3.35E-09,1.40E-09,0
17,3,0.999995351,4.65E-06,8.70E-10,8.80E-09,2.06E-09,911.14,673.29,1584.43,3.39,4.76,0.29,5.05,0.05,0,1,0,0.999996839,3.16E-06,5.92E-10,5.98E-09,1.40E-09,0
17,3,0.999999762,2.69E-07,5.65E-10,3.79E-10,2.06E-09,911.3,676.68,1587.98,3.55,4.72,0.27,4.99,-0.06,0,1,0,0.999999838,1.83E-07,3.84E-10,2.58E-10,1.40E-09,0
17,3,0.999999404,5.45E-07,6.29E-10,1.02E-09,2.06E-09,911.4,678.92,1590.32,2.34,4.51,0.26,4.77,-0.22,0,1,0,0.999999595,3.71E-07,4.28E-10,6.94E-10,1.40E-09,0
17,3,0.999999642,3.56E-07,5.50E-10,3.25E-10,2.06E-09,911.61,681.74,1593.35,3.03,4.48,0.28,4.76,-0.01,0,1,0,0.999999757,2.42E-07,3.74E-10,2.21E-10,1.40E-09,0
17,3,0.999999642,3.70E-07,6.19E-10,3.94E-10,2.06E-09,911.61,681.74,1593.35,0,4.48,0.28,4.76,0,0,1,0,0.999999757,2.52E-07,4.21E-10,2.68E-10,1.40E-09,0
17,3,0.999999523,5.03E-07,7.68E-10,3.97E-10,2.06E-09,911.93,681.5,1593.43,0.08,4.61,0.25,4.86,0.1,0,2,0,0.999999676,3.42E-07,5.22E-10,2.70E-10,1.40E-09,0
17,3,0.999999642,3.65E-07,6.10E-10,3.54E-10,2.06E-09,911.89,681.37,1593.26,-0.17,4.66,0.24,4.9,0.04,0,2,0,0.999999757,2.48E-07,4.15E-10,2.41E-10,1.40E-09,0
