expt_no_true,expt_no,sit_probability,bend_probability,stand_probability,tampered_probability,inaction_probability,w_bl,w_br,w_b_sum,w_b_change,w_fl,w_fr,w_f_sum,w_f_change,v_bidet,v_tissue,label,sit_total,bend_total,stand_total,tampered_total,inaction_total,predicted_label
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.61,14.64,16.25,0,15.79,2.49,18.28,0,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.57,14.68,16.25,0,15.67,2.48,18.15,-0.13,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.53,14.75,16.28,0.03,15.63,2.42,18.05,-0.1,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.53,14.75,16.28,0,15.63,2.42,18.05,0,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.52,14.84,16.36,0.08,15.77,2.48,18.25,0.2,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.52,14.84,16.36,0,15.77,2.48,18.25,0,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.58,14.99,16.57,0.21,15.89,2.47,18.36,0.11,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.54,15.88,17.42,0.85,15.95,2.42,18.37,0.01,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.54,15.88,17.42,0,15.95,2.42,18.37,0,0,5,3,0,0,0,0,0,3
61,15,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.86,15.95,17.81,0.39,16.01,2.36,18.37,0,0,5,3,0,0,0,0,0,3
63,16,1,1.50E-10,1.36E-10,3.94E-12,2.06E-09,0,11.95,11.95,0,NA,NA,NA,0,0,0,0,1,1.02E-10,9.25E-11,2.68E-12,1.40E-09,0
63,16,1,1.28E-10,1.37E-10,3.09E-12,2.06E-09,0,12.39,12.39,0.44,749.65,610.38,1360.03,0,0,0,0,1,8.70E-11,9.32E-11,2.10E-12,1.40E-09,0
63,16,1,1.24E-10,1.43E-10,3.02E-12,2.06E-09,0,13.22,13.22,0.83,759.09,617.65,1376.74,16.71,0,0,0,1,8.43E-11,9.72E-11,2.05E-12,1.40E-09,0
63,16,1,1.09E-10,1.38E-10,2.09E-12,2.06E-09,0,13.49,13.49,0.27,762.61,624.11,1386.72,9.98,0,0,0,1,7.41E-11,9.38E-11,1.42E-12,1.40E-09,0
63,16,1,1.01E-10,1.01E-10,1.76E-12,2.06E-09,0.11,14.58,14.69,1.2,763.93,626.04,1389.97,3.25,0,0,0,1,6.87E-11,6.87E-11,1.20E-12,1.40E-09,0
63,16,1,1.19E-10,1.31E-10,2.46E-12,2.06E-09,0.7,13.63,14.33,-0.36,767.34,622.99,1390.33,0.36,0,0,0,1,8.09E-11,8.91E-11,1.67E-12,1.40E-09,0
63,16,1,1.38E-10,1.65E-10,3.07E-12,2.06E-09,0.64,16.04,16.68,2.35,768.54,621.43,1389.97,-0.36,0,0,0,1,9.38E-11,1.12E-10,2.09E-12,1.40E-09,0
63,16,1,1.63E-10,2.12E-10,4.95E-12,2.06E-09,0.67,16.14,16.81,0.13,768.61,620.67,1389.28,-0.69,0,0,0,1,1.11E-10,1.44E-10,3.37E-12,1.40E-09,0
63,16,1,2.04E-10,3.11E-10,8.52E-12,2.06E-09,0.62,16.31,16.93,0.12,767.91,620.21,1388.12,-1.16,0,0,0,1,1.39E-10,2.11E-10,5.79E-12,1.40E-09,0
63,16,1,2.15E-10,3.45E-10,1.12E-11,2.06E-09,0.57,16.46,17.03,0.1,765.22,620.52,1385.74,-2.38,0,0,0,1,1.46E-10,2.35E-10,7.62E-12,1.40E-09,0
63,16,1,1.99E-10,3.33E-10,9.28E-12,2.06E-09,0.53,16.42,16.95,-0.08,763.07,620.88,1383.95,-1.79,0,0,0,1,1.35E-10,2.26E-10,6.31E-12,1.40E-09,0
63,16,1,2.36E-10,5.30E-10,1.83E-11,2.06E-09,0.47,16.3,16.77,-0.18,755.05,620.73,1375.78,-8.17,0,0,0,1,1.60E-10,3.60E-10,1.24E-11,1.40E-09,0
63,16,1,5.37E-10,8.23E-10,4.99E-11,2.06E-09,0.47,16.3,16.77,0,755.05,620.73,1375.78,0,0,0,0,1,3.65E-10,5.60E-10,3.39E-11,1.40E-09,0
63,16,1,8.85E-10,1.09E-09,1.14E-10,2.06E-09,0.44,16.34,16.78,0.01,752.33,620.67,1373,-2.78,0,0,0,1,6.02E-10,7.41E-10,7.75E-11,1.40E-09,0
63,16,1,5.50E-10,8.39E-10,4.36E-11,2.06E-09,0.42,16.38,16.8,0.02,750.55,620.62,1371.17,-1.83,0,0,0,1,3.74E-10,5.71E-10,2.96E-11,1.40E-09,0
63,16,1,5.33E-10,1.09E-09,6.08E-11,2.06E-09,0.39,16.42,16.81,0.01,748.93,620.51,1369.44,-1.73,0,0,0,1,3.62E-10,7.41E-10,4.13E-11,1.40E-09,0
63,16,1,3.82E-10,5.16E-10,2.69E-11,2.06E-09,0.52,16.62,17.14,0.33,747.55,620.61,1368.16,-1.28,0,0,0,1,2.60E-10,3.51E-10,1.83E-11,1.40E-09,0
63,16,1,5.23E-10,9.10E-10,7.08E-11,2.06E-09,0.57,17.06,17.63,0.49,745.17,620.53,1365.7,-2.46,0,0,0,1,3.56E-10,6.19E-10,4.81E-11,1.40E-09,0
63,16,1,4.69E-10,8.39E-10,5.37E-11,2.06E-09,1.33,17.11,18.44,0.81,744.88,620.56,1365.44,-0.26,0,1,0,1,3.19E-10,5.71E-10,3.65E-11,1.40E-09,0
63,16,1,4.99E-10,9.20E-10,4.96E-11,2.06E-09,1.27,17.1,18.37,-0.07,742.63,619.83,1362.46,-2.98,0,1,0,1,3.39E-10,6.26E-10,3.37E-11,1.40E-09,0
63,16,1,4.53E-10,7.86E-10,4.15E-11,2.06E-09,1.21,17.28,18.49,0.12,742.13,619.89,1362.02,-0.44,0,1,0,1,3.08E-10,5.34E-10,2.82E-11,1.40E-09,0
63,16,1,3.78E-10,1.27E-09,5.74E-11,2.06E-09,1.16,17.31,18.47,-0.02,741.78,620.05,1361.83,-0.19,0,1,0,1,2.57E-10,8.64E-10,3.90E-11,1.40E-09,0
63,16,1,2.71E-10,1.04E-09,3.47E-11,2.06E-09,1.12,17.17,18.29,-0.18,741.25,620,1361.25,-0.58,0,1,0,1,1.84E-10,7.07E-10,2.36E-11,1.40E-09,0
63,16,1,2.55E-10,9.51E-10,3.23E-11,2.06E-09,1.07,17.12,18.19,-0.1,740.93,620.24,1361.17,-0.08,0,1,0,1,1.73E-10,6.47E-10,2.20E-11,1.40E-09,0
63,16,1,2.91E-10,1.01E-09,4.05E-11,2.06E-09,1.1,16.53,17.63,-0.56,740.4,619.55,1359.95,-1.22,0,2,0,1,1.98E-10,6.87E-10,2.75E-11,1.40E-09,0
63,16,1,4.05E-10,1.19E-09,7.20E-11,2.06E-09,1.57,16.87,18.44,0.81,739.92,618.79,1358.71,-1.24,0,2,0,1,2.75E-10,8.09E-10,4.90E-11,1.40E-09,0
63,16,1,3.42E-10,1.86E-09,6.61E-11,2.06E-09,1.45,17,18.45,0.01,694.27,593.45,1287.72,-70.99,0,2,0,1,2.33E-10,1.26E-09,4.49E-11,1.40E-09,0
63,16,1,1.66E-09,5.04E-10,4.06E-11,2.06E-09,1.45,17,18.45,0,694.27,593.45,1287.72,0,0,2,1,1,1.13E-09,3.43E-10,2.76E-11,1.40E-09,0
63,16,0.999985695,1.44E-05,2.62E-09,4.46E-09,2.06E-09,1.4,17.11,18.51,0.06,714.29,628.97,1343.26,55.54,0,2,1,0.999990273,9.79E-06,1.78E-09,3.03E-09,1.40E-09,0
63,16,0.002304545,0.997695405,3.38E-08,1.85E-08,2.06E-09,1.31,17.14,18.45,-0.06,782.56,750.51,1533.07,189.81,0,2,1,0.001567091,0.678432875,2.30E-08,1.26E-08,1.40E-09,1
63,16,0.000444324,0.999555666,1.58E-08,2.98E-08,2.06E-09,1.27,17.13,18.4,-0.05,794.62,775.97,1570.59,37.52,0,2,1,0.00030214,0.679697853,1.07E-08,2.03E-08,1.40E-09,1
63,16,0.433200794,0.566795871,1.78E-07,3.18E-06,2.06E-09,1.32,16.93,18.25,-0.15,778.39,781.13,1559.52,-11.07,0,2,1,0.29457654,0.385421192,1.21E-07,2.16E-06,1.40E-09,1
63,16,0.888789715,0.111209458,7.86E-08,7.70E-07,2.06E-09,1.34,17,18.34,0.09,774.37,782.98,1557.35,-2.17,0,2,1,0.924377006,0.075622431,5.34E-08,5.24E-07,1.40E-09,0
63,16,0.76019974,0.239799088,1.08E-07,1.06E-06,2.06E-09,2.14,17.06,19.2,0.86,744.66,781.89,1526.55,-30.8,0,2,1,0.836935823,0.16306338,7.34E-08,7.21E-07,1.40E-09,0
63,16,0.393446262,0.606552351,1.48E-07,1.31E-06,2.06E-09,2.07,17.09,19.16,-0.04,727.27,777.17,1504.44,-22.11,0,2,1,0.267543458,0.412455599,1.01E-07,8.91E-07,1.40E-09,1
63,16,0.098850986,0.901147093,1.10E-07,1.83E-06,2.06E-09,2,17.06,19.06,-0.1,575.19,674.21,1249.4,-255.04,0,2,1,0.06721867,0.612780023,7.48E-08,1.24E-06,0.320000001,1
63,16,0.072791225,0.927208466,1.16E-07,2.00E-07,2.06E-09,1.94,17.06,19,-0.06,284.33,399.94,684.27,-565.13,0,2,1,0.049498033,0.630501757,7.89E-08,1.36E-07,0.320000001,1
63,16,0.001715733,0.998284189,3.13E-08,1.25E-08,2.06E-09,1.91,16.97,18.88,-0.12,96.06,143.96,240.02,-444.25,0,2,1,0.001166698,0.678833249,2.13E-08,8.50E-09,0.320000001,1
63,16,0.000194947,0.999805012,1.32E-08,1.70E-08,2.06E-09,2,16.94,18.94,0.06,593.67,594.39,1188.06,948.04,0,2,1,0.000132564,0.679867408,8.98E-09,1.16E-08,1.40E-09,1
63,16,1.04E-05,0.99998951,2.48E-08,4.28E-09,2.06E-09,1.94,16.97,18.91,-0.03,144.66,825.55,970.21,-217.85,0,2,3,7.07E-06,0.679992867,1.69E-08,2.91E-09,0.320000001,1
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.89,16.8,18.69,-0.22,36.15,284.67,320.82,-649.39,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.92,16.34,18.26,-0.43,16.33,65.3,81.63,-239.19,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.92,16.34,18.26,0,16.33,65.3,81.63,0,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.92,16.27,18.19,-0.07,14.21,24.07,38.28,-43.35,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.92,16.27,18.19,0,14.21,24.07,38.28,0,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.9,16.21,18.11,-0.08,10.08,12.96,23.04,-15.24,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.85,16.12,17.97,-0.14,7.69,8.54,16.23,-6.81,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.85,16.12,17.97,0,7.69,8.54,16.23,0,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.8,16.03,17.83,-0.14,6.16,6.27,12.43,-3.8,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.8,16.03,17.83,0,6.16,6.27,12.43,0,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.75,15.84,17.59,-0.24,5.44,4.91,10.35,-2.08,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.71,15.68,17.39,-0.2,4.93,4.01,8.94,-1.41,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.71,15.68,17.39,0,4.93,4.01,8.94,0,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.67,15.6,17.27,-0.12,4.28,3.37,7.65,-1.29,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.67,15.6,17.27,0,4.28,3.37,7.65,0,0,2,3,0,0,0,0,0,3
63,16,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.63,15.56,17.19,-0.08,3.77,2.91,6.68,-0.97,0,2,3,0,0,0,0,0,3
67,17,1,1.12E-09,8.07E-09,9.59E-10,2.06E-09,0,0,0,0,NA,NA,NA,0,0,0,0,1,7.62E-10,5.49E-09,6.52E-10,1.40E-09,0
67,17,1,1.73E-09,6.93E-09,8.02E-10,2.06E-09,0,11.49,11.49,11.49,0,0,0,0,0,0,0,1,1.18E-09,4.71E-09,5.45E-10,1.40E-09,0
67,17,1,1.04E-09,4.85E-09,4.09E-10,2.06E-09,0.25,8.41,8.66,-2.83,0.25,0,0.25,0.25,0,0,0,1,7.07E-10,3.30E-09,2.78E-10,1.40E-09,0
67,17,1,5.31E-10,3.19E-09,1.63E-10,2.06E-09,2.01,8.32,10.33,1.67,1.2,0,1.2,0.95,0,0,0,1,3.61E-10,2.17E-09,1.11E-10,1.40E-09,0
67,17,1,6.32E-10,1.20E-08,4.58E-10,2.06E-09,3.39,13.34,16.73,6.4,1,0,1,-0.2,0,0,0,1,4.30E-10,8.16E-09,3.11E-10,1.40E-09,0
67,17,1,3.07E-09,1.37E-09,8.82E-11,2.06E-09,2.87,14.13,17,0.27,0.85,0,0.85,-0.15,0,0,0,1,2.09E-09,9.32E-10,6.00E-11,1.40E-09,0
67,17,1,3.98E-10,1.93E-10,5.79E-12,2.06E-09,2.49,14.71,17.2,0.2,1,0,1,0.15,0,0,0,1,2.71E-10,1.31E-10,3.94E-12,1.40E-09,0
67,17,1,2.39E-10,1.61E-10,4.72E-12,2.06E-09,1.95,15.95,17.9,0.7,0.79,0,0.79,-0.21,0,0,0,1,1.63E-10,1.09E-10,3.21E-12,1.40E-09,0
67,17,1,1.63E-10,1.74E-10,4.41E-12,2.06E-09,1.76,15.96,17.72,-0.18,0.72,0,0.72,-0.07,0,0,0,1,1.11E-10,1.18E-10,3.00E-12,1.40E-09,0
67,17,1,1.39E-10,1.30E-10,3.03E-12,2.06E-09,1.6,16.06,17.66,-0.06,0.66,0,0.66,-0.06,0,0,0,1,9.45E-11,8.84E-11,2.06E-12,1.40E-09,0
67,17,1,2.38E-10,1.11E-10,3.92E-12,2.06E-09,3.64,16.23,19.87,2.21,0.92,0,0.92,0.26,0,0,0,1,1.62E-10,7.55E-11,2.67E-12,1.40E-09,0
67,17,1,4.36E-10,1.06E-10,6.78E-12,2.06E-09,3.46,17.05,20.51,0.64,1,0,1,0.08,0,0,0,1,2.96E-10,7.21E-11,4.61E-12,1.40E-09,0
67,17,1,8.81E-10,2.75E-10,3.52E-11,2.06E-09,3.2,17.05,20.25,-0.26,0.94,0,0.94,-0.06,0,0,0,1,5.99E-10,1.87E-10,2.39E-11,1.40E-09,0
67,17,1,9.88E-10,7.23E-09,5.75E-10,2.06E-09,2.97,16.77,19.74,-0.51,1,0,1,0.06,0,0,0,1,6.72E-10,4.92E-09,3.91E-10,1.40E-09,0
67,17,1,2.07E-09,2.95E-08,3.13E-09,2.06E-09,2.66,16.05,18.71,-1.03,1.45,0.16,1.61,0.61,0,0,0,1,1.41E-09,2.01E-08,2.13E-09,1.40E-09,0
67,17,1,3.47E-09,4.55E-08,5.64E-09,2.06E-09,2.5,16.11,18.61,-0.1,1.42,0.3,1.72,0.11,0,0,0,1,2.36E-09,3.09E-08,3.84E-09,1.40E-09,0
67,17,0.999999881,5.98E-09,6.19E-08,1.56E-08,2.06E-09,2.36,16.22,18.58,-0.03,1.45,0.48,1.93,0.21,0,0,0,0.999999919,4.07E-09,4.21E-08,1.06E-08,1.40E-09,0
67,17,0.999999881,7.07E-09,7.79E-08,2.65E-08,2.06E-09,2.27,17.03,19.3,0.72,2.13,0.76,2.89,0.96,0,0,0,0.999999919,4.81E-09,5.30E-08,1.80E-08,1.40E-09,0
67,17,0.999999881,4.21E-09,1.23E-07,1.13E-08,2.06E-09,2.78,17.28,20.06,0.76,2.31,1.34,3.65,0.76,0,1,0,0.999999919,2.86E-09,8.36E-08,7.68E-09,1.40E-09,0
67,17,0.999999762,5.00E-09,1.83E-07,1.85E-08,2.06E-09,3.22,17.44,20.66,0.6,2.32,1.73,4.05,0.4,0,1,0,0.999999838,3.40E-09,1.24E-07,1.26E-08,1.40E-09,0
67,17,0.999999881,2.84E-09,8.39E-08,7.60E-09,2.06E-09,3.07,17.47,20.54,-0.12,2.35,1.91,4.26,0.21,0,1,0,0.999999919,1.93E-09,5.71E-08,5.17E-09,1.40E-09,0
67,17,0.999999881,4.55E-09,1.03E-07,1.46E-08,2.06E-09,2.93,17.49,20.42,-0.12,2.34,2.16,4.5,0.24,0,1,0,0.999999919,3.09E-09,7.00E-08,9.93E-09,1.40E-09,0
67,17,0.999999881,3.81E-09,8.96E-08,1.11E-08,2.06E-09,2.8,17.39,20.19,-0.23,2.24,2.44,4.68,0.18,0,2,0,0.999999919,2.59E-09,6.09E-08,7.55E-09,1.40E-09,0
67,17,0.999999881,5.97E-09,1.17E-07,2.40E-08,2.06E-09,2.68,17.41,20.09,-0.1,2.24,2.67,4.91,0.23,0,2,0,0.999999919,4.06E-09,7.96E-08,1.63E-08,1.40E-09,0
67,17,1,4.33E-09,5.64E-08,1.05E-08,2.06E-09,2.57,17.32,19.89,-0.2,2.15,3.2,5.35,0.44,0,3,0,1,2.94E-09,3.84E-08,7.14E-09,1.40E-09,0
67,17,1,1.31E-09,1.54E-08,1.21E-09,2.06E-09,2.47,17.23,19.7,-0.19,2.36,3.96,6.32,0.97,0,3,0,1,8.91E-10,1.05E-08,8.23E-10,1.40E-09,0
67,17,1,2.56E-10,6.18E-10,2.50E-11,2.06E-09,2.37,17.26,19.63,-0.07,2.39,4.13,6.52,0.2,0,3,1,1,1.74E-10,4.20E-10,1.70E-11,1.40E-09,0
67,17,0.999999046,9.10E-07,4.48E-09,1.75E-09,2.06E-09,2.42,17.45,19.87,0.24,83.97,4.16,88.13,81.61,0,3,1,0.999999351,6.19E-07,3.05E-09,1.19E-09,1.40E-09,0
67,17,0.004298402,0.995695839,6.23E-08,5.64E-06,2.06E-09,2.48,18.3,20.78,0.91,242.77,4.08,246.85,158.72,0,3,1,0.002922913,0.677073171,4.24E-08,3.84E-06,1.40E-09,1
67,17,0.000343102,0.999216694,1.66E-07,0.000440061,2.06E-09,2.39,18.32,20.71,-0.07,426.29,4.34,430.63,183.78,0,3,1,0.000233309,0.679467352,1.13E-07,0.000299241,1.40E-09,1
67,17,0.000353581,0.99947111,2.88E-06,0.00017235,2.06E-09,2.31,18.27,20.58,-0.13,283.89,4.81,288.7,-141.93,0,3,1,0.000240435,0.679640355,1.96E-06,0.000117198,1.40E-09,1
67,17,0.000255056,0.992174712,0.000186862,0.007383392,2.06E-09,2.23,18.16,20.39,-0.19,300.35,4.94,305.29,16.59,0,3,1,0.000173438,0.674678804,0.000127066,0.005020707,1.40E-09,1
67,17,1.59E-05,0.000605709,0.144617147,0.854761241,2.06E-09,2.23,18.16,20.39,0,300.35,4.94,305.29,0,0,3,1,0,0,0,0,0,1
67,17,3.51E-06,4.71E-05,0.900105799,0.099843502,2.06E-09,2.08,18.02,20.1,-0.29,349.18,5.75,354.93,49.64,0,3,1,2.39E-06,3.20E-05,0.932071943,0.067893581,1.40E-09,1
67,17,4.37E-07,1.48E-06,0.999848985,0.000149093,2.06E-09,2.02,18.02,20.04,-0.06,382.14,5.8,387.94,33.01,0,3,1,2.97E-07,1.01E-06,0.99989731,0.000101383,1.40E-09,1
67,17,2.24E-07,4.86E-08,0.999998689,1.07E-06,2.06E-09,2.14,17.82,19.96,-0.08,394.81,5.88,400.69,12.75,0,3,1,1.52E-07,3.30E-08,0.999999109,7.28E-07,1.40E-09,1
67,17,5.57E-07,8.86E-08,0.99999547,3.78E-06,2.06E-09,2.08,17.86,19.94,-0.02,309.52,5.67,315.19,-85.5,0,3,1,3.79E-07,6.02E-08,0.99999692,2.57E-06,1.40E-09,1
67,17,1.30E-06,1.79E-07,0.999979139,1.93E-05,2.06E-09,2.01,17.99,20,0.06,212.1,5.46,217.56,-97.63,0,3,1,8.84E-07,1.22E-07,0.999985815,1.31E-05,1.40E-09,1
67,17,5.36E-07,1.19E-06,0.999751749,0.000246559,2.06E-09,1.9,18.02,19.92,-0.08,149.39,5.36,154.75,-62.81,0,3,1,3.64E-07,8.09E-07,0.999831189,0.00016766,1.40E-09,1
67,17,1.08E-06,6.62E-06,0.993953179,0.006039079,2.06E-09,1.84,17.96,19.8,-0.12,132.92,5.42,138.34,-16.41,0,3,1,7.34E-07,4.50E-06,0.995888162,0.004106574,1.40E-09,1
67,17,0.000292716,0.125550285,0.647779469,0.226377545,2.06E-09,1.79,17.93,19.72,-0.08,127.71,5.5,133.21,-5.13,0,3,0,0.000199047,0.085374194,0.760490039,0.153936731,1.40E-09,1
67,17,0.000113427,0.999753059,1.89E-06,0.000131631,2.06E-09,1.74,17.94,19.68,-0.04,120.81,5.68,126.49,-6.72,0,3,0,7.71E-05,0.67983208,1.29E-06,8.95E-05,1.40E-09,1
67,17,0.998294644,0.001705175,3.23E-08,2.89E-07,2.06E-09,1.7,17.99,19.69,0.01,123.44,8.45,131.89,5.4,0,3,0,0.998840358,0.001159519,2.20E-08,1.97E-07,1.40E-09,0
67,17,1,2.14E-09,1.03E-09,1.14E-10,2.06E-09,2.26,18.02,20.28,0.59,126.9,10.15,137.05,5.16,0,3,0,1,1.46E-09,7.00E-10,7.75E-11,1.40E-09,0
67,17,1,5.22E-10,7.22E-09,3.50E-10,2.06E-09,2.34,18.12,20.46,0.18,155.31,12.03,167.34,30.29,0,3,0,1,3.55E-10,4.91E-09,2.38E-10,1.40E-09,0
67,17,1,7.30E-10,1.33E-08,5.98E-10,2.06E-09,2.27,18.12,20.39,-0.07,183,13.48,196.48,29.14,0,3,0,1,4.96E-10,9.04E-09,4.07E-10,1.40E-09,0
67,17,1,3.86E-10,5.72E-09,1.72E-10,2.06E-09,2.21,18.09,20.3,-0.09,216.32,15.77,232.09,35.61,0,3,0,1,2.62E-10,3.89E-09,1.17E-10,1.40E-09,0
67,17,1,2.27E-10,1.21E-09,3.66E-11,2.06E-09,2.15,18.11,20.26,-0.04,252.27,18.24,270.51,38.42,0,3,0,1,1.54E-10,8.23E-10,2.49E-11,1.40E-09,0
70,18,1,1.39E-10,2.85E-10,4.09E-12,2.06E-09,0,0,0,0,NA,NA,NA,0,0,0,0,1,9.45E-11,1.94E-10,2.78E-12,1.40E-09,0
70,18,1,1.38E-10,3.11E-10,5.67E-12,2.06E-09,0,5.38,5.38,0,NA,NA,NA,0,0,0,0,1,9.38E-11,2.11E-10,3.86E-12,1.40E-09,0
70,18,1,1.42E-10,5.41E-10,5.15E-12,2.06E-09,0.5,7.35,7.85,0,NA,NA,NA,0,0,0,0,1,9.66E-11,3.68E-10,3.50E-12,1.40E-09,0
70,18,1,1.54E-10,5.17E-10,5.10E-12,2.06E-09,1.61,7.7,9.31,1.46,778.83,641.03,1419.86,0,0,0,0,1,1.05E-10,3.52E-10,3.47E-12,1.40E-09,0
70,18,1,1.38E-10,4.51E-10,3.24E-12,2.06E-09,1.14,8.24,9.38,0.07,789.33,654.76,1444.09,24.23,0,0,0,1,9.38E-11,3.07E-10,2.20E-12,1.40E-09,0
70,18,1,1.25E-10,2.52E-10,2.63E-12,2.06E-09,0.99,7.16,8.15,-1.23,790.91,657.92,1448.83,4.74,0,0,0,1,8.50E-11,1.71E-10,1.79E-12,1.40E-09,0
70,18,1,1.35E-10,2.58E-10,2.19E-12,2.06E-09,0.78,6.37,7.15,-1,791.27,660,1451.27,2.44,0,0,0,1,9.18E-11,1.75E-10,1.49E-12,1.40E-09,0
70,18,1,1.19E-10,2.33E-10,1.82E-12,2.06E-09,0.71,6.43,7.14,-0.01,786.06,660.6,1446.66,-4.61,0,0,0,1,8.09E-11,1.58E-10,1.24E-12,1.40E-09,0
70,18,1,1.54E-10,3.39E-10,2.99E-12,2.06E-09,0.65,6.57,7.22,0.08,779.81,661.45,1441.26,-5.4,0,0,0,1,1.05E-10,2.31E-10,2.03E-12,1.40E-09,0
70,18,1,1.25E-10,2.06E-10,1.95E-12,2.06E-09,0.65,6.57,7.22,0,779.81,661.45,1441.26,0,0,0,0,1,8.50E-11,1.40E-10,1.33E-12,1.40E-09,0
70,18,1,1.11E-10,1.41E-10,1.30E-12,2.06E-09,0.63,8.21,8.84,1.62,772.63,665.48,1438.11,-3.15,1,0,0,1,7.55E-11,9.59E-11,8.84E-13,1.40E-09,0
70,18,1,1.13E-10,1.91E-10,1.02E-12,2.06E-09,0.58,8.27,8.85,0.01,771.71,666.55,1438.26,0.15,1,0,0,1,7.68E-11,1.30E-10,6.94E-13,1.40E-09,0
70,18,1,1.22E-10,1.97E-10,1.55E-12,2.06E-09,0.55,8.25,8.8,-0.05,774.88,666.38,1441.26,3,1,0,0,1,8.30E-11,1.34E-10,1.05E-12,1.40E-09,0
70,18,1,1.32E-10,2.16E-10,2.04E-12,2.06E-09,0.76,8.78,9.54,0.74,761.91,654.23,1416.14,-25.12,1,0,0,1,8.98E-11,1.47E-10,1.39E-12,1.40E-09,0
70,18,1,1.20E-10,2.05E-10,2.42E-12,2.06E-09,0.89,8.25,9.14,-0.4,777.99,659.11,1437.1,20.96,1,0,0,1,8.16E-11,1.39E-10,1.65E-12,1.40E-09,0
70,18,1,1.38E-10,2.26E-10,2.09E-12,2.06E-09,0.85,8.23,9.08,-0.06,773.55,661.57,1435.12,-1.98,1,0,0,1,9.38E-11,1.54E-10,1.42E-12,1.40E-09,0
70,18,1,1.04E-10,1.59E-10,1.41E-12,2.06E-09,0.8,8.28,9.08,0,768.93,662.93,1431.86,-3.26,1,0,0,1,7.07E-11,1.08E-10,9.59E-13,1.40E-09,0
70,18,1,1.27E-10,1.71E-10,1.70E-12,2.06E-09,0.73,8.25,8.98,-0.1,766.9,666.17,1433.07,1.21,2,0,0,1,8.64E-11,1.16E-10,1.16E-12,1.40E-09,0
70,18,1,1.02E-10,1.32E-10,1.05E-12,2.06E-09,0.7,8.24,8.94,-0.04,766.04,667.5,1433.54,0.47,2,0,0,1,6.94E-11,8.98E-11,7.14E-13,1.40E-09,0
70,18,1,1.08E-10,1.08E-10,1.28E-12,2.06E-09,0.64,8.31,8.95,0.01,764.57,670.29,1434.86,1.32,2,0,0,1,7.34E-11,7.34E-11,8.70E-13,1.40E-09,0
70,18,1,1.25E-10,1.17E-10,1.61E-12,2.06E-09,0.61,8.29,8.9,-0.05,763.13,671.48,1434.61,-0.25,2,0,0,1,8.50E-11,7.96E-11,1.09E-12,1.40E-09,0
70,18,1,9.61E-11,1.07E-10,1.20E-12,2.06E-09,0.67,8.32,8.99,0.09,762.06,672.52,1434.58,-0.03,3,0,0,1,6.53E-11,7.28E-11,8.16E-13,1.40E-09,0
